movieId,title,combined_features
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",action adventure children fantasy action adventure children fantasy  
33683,High Tension (Haute tension) (Switchblade Romance),horror thriller horror thriller  
33725,It's All Gone Pete Tong,comedy drama musical comedy drama musical  
33779,Eddie Izzard: Dress to Kill,comedy comedy  
33781,Quo Vadis,drama romance drama romance  
33794,Batman Begins,action crime imax action crime imax  
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),action adventure fantasy sci-fi action adventure fantasy sci-fi  
33815,"Perfect Man, The",comedy drama romance comedy drama romance  
33826,Saint Ralph,comedy drama comedy drama  
33830,Herbie: Fully Loaded,adventure comedy romance adventure comedy romance  
33834,Land of the Dead,action horror thriller action horror thriller  
33836,Bewitched,comedy fantasy romance comedy fantasy romance  
33838,Rize,documentary documentary  
33880,Me and You and Everyone We Know,comedy drama comedy drama  
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",comedy crime thriller comedy crime thriller  
33896,3 Extremes (Three... Extremes) (Saam gaang yi),horror horror  
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",comedy crime drama romance comedy crime drama romance  
33966,Cop and ½,comedy comedy  
34018,At the Circus,comedy musical comedy musical  
34048,War of the Worlds,action adventure sci-fi thriller action adventure sci-fi thriller  
34072,"March of the Penguins (Marche de l'empereur, La)",documentary documentary  
34129,Rebound,comedy comedy  
34143,Dark Water,drama horror thriller drama horror thriller  
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",drama drama  
34150,Fantastic Four,action adventure sci-fi action adventure sci-fi chris evans comic book heroine in tight suit jessica alba sexy female scientist superhero 
34153,Murderball,documentary documentary  
34162,Wedding Crashers,comedy romance comedy romance stiller 
34164,Happy Endings,comedy drama comedy drama  
34271,Hustle & Flow,crime drama crime drama hip hop 
34292,Hardware,action horror sci-fi action horror sci-fi  
34312,"Calcium Kid, The",comedy comedy  
34319,"Island, The",action sci-fi thriller action sci-fi thriller  
34321,Bad News Bears,children comedy children comedy  
34323,"Devil's Rejects, The",action crime horror action crime horror rob zombie 
34326,Last Days,drama drama  
34330,November,drama mystery drama mystery  
34332,Sky High,action adventure children comedy action adventure children comedy  
34334,Stealth,action adventure sci-fi thriller action adventure sci-fi thriller  
34336,Must Love Dogs,comedy romance comedy romance  
34338,"Aristocrats, The",comedy documentary comedy documentary  
34359,Georgy Girl,comedy comedy pregnancy 
34397,"Order, The",action adventure drama thriller action adventure drama thriller  
34405,Serenity,action adventure sci-fi action adventure sci-fi predictable firefly 
34437,Broken Flowers,comedy drama comedy drama in netflix queue 
34450,Miracles - Mr. Canton and Lady Rose,action comedy crime drama action comedy crime drama  
34482,"Browning Version, The",drama drama in netflix queue 
34520,"Dukes of Hazzard, The",action adventure comedy action adventure comedy  
34523,The Chumscrubber,comedy drama comedy drama  
34528,Junebug,comedy drama comedy drama pregnancy 
34530,Deuce Bigalow: European Gigolo,comedy comedy  
34532,"Skeleton Key, The",drama horror mystery thriller drama horror mystery thriller  
34534,Four Brothers,action crime drama action crime drama  
34536,The Great Raid,action drama war action drama war  
34540,Pretty Persuasion,comedy drama comedy drama  
34542,Grizzly Man,documentary documentary animal movie bears 
34800,Private Resort,comedy comedy  
34811,Pusher II: With Blood on My Hands,action crime drama thriller action crime drama thriller  
35015,Duma,adventure drama adventure drama animal movie in netflix queue 
35347,Animal Farm,animation drama animation drama  
35807,"Teahouse of the August Moon, The",comedy comedy  
35836,"40-Year-Old Virgin, The",comedy romance comedy romance best picture classic hilarious steve carell 
35957,Red Eye,horror thriller horror thriller  
36276,Hidden (a.k.a. Cache) (Caché),drama mystery thriller drama mystery thriller  
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),adventure children comedy fantasy adventure children comedy fantasy  
36363,Kin-Dza-Dza!,comedy drama sci-fi comedy drama sci-fi  
36397,Valiant,adventure animation children comedy fantasy war adventure animation children comedy fantasy war  
36401,"Brothers Grimm, The",comedy fantasy horror thriller comedy fantasy horror thriller  
36477,"Baxter, The",comedy drama romance comedy drama romance  
36509,"Cave, The",action adventure horror mystery sci-fi thriller action adventure horror mystery sci-fi thriller  
36517,"Constant Gardener, The",drama thriller drama thriller africa business politics 
36519,Transporter 2,action crime thriller action crime thriller  
36525,Just Like Heaven,comedy fantasy romance comedy fantasy romance  
36527,Proof,drama drama mathematics 
36529,Lord of War,action crime drama thriller war action crime drama thriller war wapendrama 
36533,Cry_Wolf (a.k.a. Cry Wolf),drama horror mystery thriller drama horror mystery thriller  
36535,Everything Is Illuminated,comedy drama comedy drama in netflix queue 
36537,Thumbsucker,comedy drama comedy drama  
36708,Family Guy Presents Stewie Griffin: The Untold Story,adventure animation comedy adventure animation comedy  
36850,Police Story 2 (Ging chaat goo si juk jaap),action comedy crime thriller action comedy crime thriller  
36931,New Police Story (Xin jing cha gu shi),action crime drama action crime drama  
37211,Go West,comedy musical western comedy musical western  
37240,Why We Fight,documentary documentary in netflix queue 
37380,Doom,action horror sci-fi action horror sci-fi  
37382,Domino,crime drama thriller crime drama thriller  
37384,Waiting...,comedy comedy restaurant 
37386,Aeon Flux,action sci-fi action sci-fi  
37444,Frankenstein 90,comedy horror romance comedy horror romance  
37475,"Unfinished Life, An",drama drama  
37477,"Man, The",action comedy crime action comedy crime  
37495,Survive Style 5+,fantasy mystery romance thriller fantasy mystery romance thriller  
37545,Woyzeck,drama drama  
37720,"Exorcism of Emily Rose, The",crime drama horror thriller crime drama horror thriller  
37727,Flightplan,action drama thriller action drama thriller  
37729,Corpse Bride,animation comedy fantasy musical romance animation comedy fantasy musical romance gothic helena bonham carter johnny depp tim burton visually appealing animation 06 oscar nominated best movie - animation 
37731,Green Street Hooligans (a.k.a. Hooligans),crime drama crime drama  
37733,"History of Violence, A",action crime drama thriller action crime drama thriller in netflix queue 
37736,Oliver Twist,drama drama dickens 
37739,"Greatest Game Ever Played, The",drama drama  
37741,Capote,crime drama crime drama truman capote 
37830,Final Fantasy VII: Advent Children,action adventure animation fantasy sci-fi action adventure animation fantasy sci-fi  
37844,Roll Bounce,comedy drama romance comedy drama romance  
37853,Into the Blue,action adventure crime thriller action adventure crime thriller  
37857,MirrorMask,adventure children drama fantasy adventure children drama fantasy  
38038,Wallace & Gromit in The Curse of the Were-Rabbit,adventure animation children comedy adventure animation children comedy 06 oscar nominated best movie - animation aardman 
38061,Kiss Kiss Bang Bang,comedy crime mystery thriller comedy crime mystery thriller black comedy clever fast-paced dialogue good dialogue robert downey jr. witty in netflix queue 
38095,"Bittersweet Life, A (Dalkomhan insaeng)",action crime drama action crime drama  
38159,"Short Film About Love, A (Krótki film o milosci)",drama romance drama romance  
38164,"All This, and Heaven Too",drama romance drama romance  
38198,Darwin's Nightmare,documentary documentary  
38294,Beowulf & Grendel,action adventure drama fantasy action adventure drama fantasy  
38304,No Direction Home: Bob Dylan,documentary documentary  
38388,Goal! The Dream Begins (Goal!),drama drama  
38583,"Wraith, The",action horror sci-fi thriller action horror sci-fi thriller  
38798,In Her Shoes,comedy drama comedy drama sisters 
38886,"Squid and the Whale, The",comedy drama comedy drama divorce 
38992,Two for the Money,drama drama  
39183,Brokeback Mountain,drama romance drama romance  
39231,Elizabethtown,comedy drama romance comedy drama romance  
39234,North Country,drama drama courtroom drama in netflix queue 
39292,"Good Night, and Good Luck.",crime drama crime drama in netflix queue journalism mccarthy hearings morrow 
39307,Dreamer: Inspired by a True Story,children drama children drama  
39381,"Proposition, The",crime drama western crime drama western  
39400,"Fog, The",action horror mystery thriller action horror mystery thriller  
39414,Shopgirl,comedy drama romance comedy drama romance  
39427,Stay,thriller thriller  
39435,"Legend of Zorro, The",action adventure drama western action adventure drama western  
39444,"Weather Man, The",comedy drama comedy drama  
39446,Saw II,horror thriller horror thriller  
39449,Prime,comedy drama romance comedy drama romance  
39516,Don't Move (Non ti muovere),drama drama  
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),comedy comedy  
39801,"Great Yokai War, The (Yôkai daisensô)",adventure comedy fantasy horror adventure comedy fantasy horror  
39869,Manderlay,drama drama  
40148,Revolver,crime drama thriller crime drama thriller  
40278,Jarhead,action drama war action drama war jake gyllenhaal modern war 
40339,Chicken Little,action adventure animation children comedy sci-fi action adventure animation children comedy sci-fi  
40412,Dead Man's Shoes,crime thriller crime thriller  
40414,Joyeux Noël (Merry Christmas),drama war drama war  
40478,Night of the Lepus,horror sci-fi thriller horror sci-fi thriller  
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",comedy drama comedy drama depression 
40578,Sword of the Beast (Kedamono no ken),action drama action drama  
40581,Just Friends,comedy romance comedy romance  
40583,Syriana,drama thriller drama thriller in netflix queue 
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),comedy drama comedy drama  
40614,Derailed,drama thriller drama thriller  
40617,Creep,horror thriller horror thriller  
40629,Pride & Prejudice,drama romance drama romance in netflix queue 
40697,Babylon 5,sci-fi sci-fi  
40723,Wolf Creek,crime horror thriller crime horror thriller  
40732,"Descent, The",adventure drama horror thriller adventure drama horror thriller  
40815,Harry Potter and the Goblet of Fire,adventure fantasy thriller imax adventure fantasy thriller imax magic wizards 
40819,Walk the Line,drama musical romance drama musical romance johnny cash 
40826,Rent,drama musical romance drama musical romance  
40851,Zathura,action adventure children fantasy action adventure children fantasy  
40870,C.R.A.Z.Y.,drama drama  
40946,Sarah Silverman: Jesus Is Magic,comedy musical comedy musical  
40955,Breakfast on Pluto,comedy drama comedy drama transvestite 
40959,"Ice Harvest, The",action comedy crime thriller action comedy crime thriller  
40962,"Yours, Mine and Ours",comedy romance comedy romance  
40966,"Libertine, The",drama drama  
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",crime horror mystery thriller crime horror mystery thriller  
41285,Match Point,crime drama romance crime drama romance  
41527,Paradise Now,crime drama thriller war crime drama thriller war  
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",adventure children fantasy adventure children fantasy c.s. lewis 
41569,King Kong,action adventure drama fantasy thriller action adventure drama fantasy thriller big budget 
41571,Memoirs of a Geisha,drama romance drama romance  
41573,"Family Stone, The",comedy drama romance comedy drama romance  
41617,Havoc,crime drama romance crime drama romance  
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),action drama action drama  
41712,"Room for Romeo Brass, A",comedy drama comedy drama  
41716,"Matador, The",comedy drama thriller comedy drama thriller  
41724,Wal-Mart: The High Cost of Low Price,documentary documentary  
